,PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,DD2_RANK,TD3_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID.1,TEAM_CITY,PLAYER_ID.1,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,WL_Loss,WL_Win,MATCHUP_Home,player_name
0,1641727,1610612751,22300417,2023-12-27,1,5,0.2,0,3,0.0,0,0,0.0,0,4,4,3,0,0,0,1,0,0,2,-16,0,0,1,13252,13252,13252,14766,18910,15951,21471,14651,10539,14651,13417,14233,13417,13449,6490,9569,7003,16035,12108,8529,17336,1,17532,21036,24160,2248,138,1,21:24,,1610612751,Brooklyn,1641727,,,21.000000:24,117.0,122.4,165.4,158.3,-48.4,-35.9,0.143,0.0,37.5,0.0,0.235,0.093,0.0,0.2,0.2,0.088,0.087,109.05,108.79,90.65,49,0.033,1.0,0.0,1.0,Dariq Whitehead
1,1641727,1610612751,22300240,2023-11-25,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,1,0,0,1,1,-6,0,0,1,1,1,1,25187,22557,24896,22557,14651,20560,14651,10099,7481,10591,13449,22149,23241,19657,16035,12108,2720,1,1,11166,22915,18385,2248,138,1,2:35,,1610612751,Brooklyn,1641727,,,2.000000:35,20.5,16.7,128.7,116.7,-108.2,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.143,0.17,95.88,111.48,92.9,6,0.083,0.0,1.0,1.0,Dariq Whitehead
